full_text,filtered,cleaned,tokenize,normalisasi,sentiment_label,sentiment_score
menggelar kegiatan bertajuk Evaluasi Implementasi Kurikulum Merdeka Belajar-Kampus Merdeka (MBKM) yang bertempat di Greensa Inn Lantai 5 dan akan diselenggarakan selama tiga hari. Acara hari pembuka kali ini berlangsung dari pukul 08.00 hingga 16.00 WIB dengan menghadirkan https://t.co/CA3o8Wccj0,menggelar kegiatan bertajuk evaluasi implementasi kurikulum merdeka belajar kampus merdeka mbkm yang bertempat di greensa inn lantai dan akan diselenggarakan selama tiga hari acara hari pembuka kali ini berlangsung dari pukul hingga wib dengan menghadirkan,gelar giat tajuk evaluasi implementasi kurikulum merdeka ajar kampus merdeka mbkm tempat greensa inn lantai akan selenggara lama tiga hari acara hari buka kali langsung pukul hingga wib dengan hadir,"['gelar', 'giat', 'tajuk', 'evaluasi', 'implementasi', 'kurikulum', 'merdeka', 'ajar', 'kampus', 'merdeka', 'mbkm', 'tempat', 'greensa', 'inn', 'lantai', 'akan', 'selenggara', 'lama', 'tiga', 'hari', 'acara', 'hari', 'buka', 'kali', 'langsung', 'pukul', 'hingga', 'wib', 'dengan', 'hadir']",gelar giat tajuk evaluasi implementasi kurikulum merdeka ajar kampus merdeka mbkm tempat greensa inn lantai akan selenggara lama tiga hari acara hari buka kali langsung pukul hingga wib dengan hadir,neutral,0.9966314435005188
[FPK REPORT] Kuatkan Langkah Pendidikan Berkualitas FPK Turut Hadiri Undangan Evaluasi Implementasi Kurikulum MBKM UINSA Sidoarjo (22/11/2024) Optimalkan implementasi kurikulum Merdeka Belajar-Kampus Merdeka (MBKM) Universitas Islam Negeri Sunan Ampel (UINSA) Surabaya https://t.co/5EjmsJkFhF,fpk report kuatkan langkah pendidikan berkualitas fpk turut hadiri undangan evaluasi implementasi kurikulum mbkm uinsa sidoarjo optimalkan implementasi kurikulum merdeka belajar kampus merdeka mbkm universitas islam negeri sunan ampel uinsa surabaya,fpk report kuat langkah didik kualitas fpk turut hadir undang evaluasi implementasi kurikulum mbkm uinsa sidoarjo optimal implementasi kurikulum merdeka ajar kampus merdeka mbkm universitas islam negeri sunan ampel uinsa surabaya,"['fpk', 'report', 'kuat', 'langkah', 'didik', 'kualitas', 'fpk', 'turut', 'hadir', 'undang', 'evaluasi', 'implementasi', 'kurikulum', 'mbkm', 'uinsa', 'sidoarjo', 'optimal', 'implementasi', 'kurikulum', 'merdeka', 'ajar', 'kampus', 'merdeka', 'mbkm', 'universitas', 'islam', 'negeri', 'sunan', 'ampel', 'uinsa', 'surabaya']",fpk report kuat langkah didik kualitas fpk turut hadir undang evaluasi implementasi kurikulum mbkm uinsa sidoarjo optimal implementasi kurikulum merdeka ajar kampus merdeka mbkm universitas islam negeri sunan ampel uinsa surabaya,neutral,0.9988983869552612
Pasti mereka belajarnya ga pake kurikulum merdeka.,pasti mereka belajarnya ga pake kurikulum merdeka,pasti mereka ajar ga pake kurikulum merdeka,"['pasti', 'mereka', 'ajar', 'ga', 'pake', 'kurikulum', 'merdeka']",pasti mereka ajar tidak pakai kurikulum merdeka,negative,0.9986434578895569
@kabarpediia Di sini pakai Kurikulum merdeka banyak yg ngamuk ..he he..,di sini pakai kurikulum merdeka banyak yg ngamuk he he,sini pakai kurikulum merdeka banyak ngamuk he he,"['sini', 'pakai', 'kurikulum', 'merdeka', 'banyak', 'ngamuk', 'he', 'he']",sini pakai kurikulum merdeka banyak ngamuk dia dia,negative,0.9992982149124146
Evaluasi Pendidikan: Komisi X DPR RI Bahas PPDB Kurikulum Merdeka dan UN Berita selengkapnya klik link di bio Sumber: https://t.co/rK3U5xhcxg | Media Kolaborasi Indonesia. https://t.co/sGNFDQf4dE #dpr #ketik #ketikmedia #ketikonline #beritaterkini #fyp #foryou #foryourpage https://t.co/sC0usPc75C,evaluasi pendidikan komisi x dpr ri bahas ppdb kurikulum merdeka dan un berita selengkapnya klik link di bio sumber media kolaborasi indonesia,evaluasi didik komisi dpr ri bahas ppdb kurikulum merdeka un berita lengkap klik link bio sumber media kolaborasi indonesia,"['evaluasi', 'didik', 'komisi', 'dpr', 'ri', 'bahas', 'ppdb', 'kurikulum', 'merdeka', 'un', 'berita', 'lengkap', 'klik', 'link', 'bio', 'sumber', 'media', 'kolaborasi', 'indonesia']",evaluasi didik komisi dpr ri bahas ppdb kurikulum merdeka un berita lengkap klik link biologi sumber media kolaborasi indonesia,neutral,0.9990456700325012
@tanyakanrl Kurikulum merdeka moment,kurikulum merdeka moment,kurikulum merdeka,"['kurikulum', 'merdeka']",kurikulum merdeka,neutral,0.8060258626937866
Berkat Kurikulum Merdeka,berkat kurikulum merdeka,berkat kurikulum merdeka,"['berkat', 'kurikulum', 'merdeka']",berkat kurikulum merdeka,neutral,0.519990086555481
Kriteria Ketercapaian Tujuan Pembelajaran (KKTP) Pendidikan Pancasila Kelas 2 SD/MI Fase A Kurikulum Merdeka #kktpkelas2 #kktppendidikanpancasila #kktpkurikulummerdeka #kriteriaketercapaiantujuanpembelajaran https://t.co/Ow1R0LF1Ys,kriteria ketercapaian tujuan pembelajaran kktp pendidikan pancasila kelas sd mi fase a kurikulum merdeka,kriteria capai tuju ajar kktp didik pancasila kelas sd mi fase a kurikulum merdeka,"['kriteria', 'capai', 'tuju', 'ajar', 'kktp', 'didik', 'pancasila', 'kelas', 'sd', 'mi', 'fase', 'a', 'kurikulum', 'merdeka']",kriteria capai tuju ajar kktp didik pancasila kelas sd mi fase a kurikulum merdeka,neutral,0.9988118410110474
Kurikulum Merdeka di PKBM: Antara Asa Realita dan Transformasi Paradigma Guru https://t.co/SM2R19JYdQ,kurikulum merdeka di pkbm antara asa realita dan transformasi paradigma guru,kurikulum merdeka pkbm antara asa realita transformasi paradigma guru,"['kurikulum', 'merdeka', 'pkbm', 'antara', 'asa', 'realita', 'transformasi', 'paradigma', 'guru']",kurikulum merdeka pkbm antara asa realita transformasi paradigma guru,neutral,0.9984961748123169
PRELOVED BUKU ERLANGGA KELAS 10 KURIKULUM MERDEKA #preloved #buku https://t.co/RDy5hGIRGU,preloved buku erlangga kelas kurikulum merdeka,preloved buku erlangga kelas kurikulum merdeka,"['preloved', 'buku', 'erlangga', 'kelas', 'kurikulum', 'merdeka']",preloved buku erlangga kelas kurikulum merdeka,neutral,0.9986862540245056
Ini tuh cara yg d pakai kurikulum merdeka sekarang yaaa,ini tuh cara yg d pakai kurikulum merdeka sekarang yaaa,tuh cara d pakai kurikulum merdeka sekarang,"['tuh', 'cara', 'd', 'pakai', 'kurikulum', 'merdeka', 'sekarang']",itu cara di pakai kurikulum merdeka sekarang,neutral,0.998643696308136
sch! kalian ada yg ngerasa keberatan ga kalo eligible kurmer dipukul rata? please ada info terbaru tentang eligible kurikulum merdeka ga? aku ovt banget karena mapel pilihanku ipa smua dan nilainya kalah sm kombinasi lain,sch kalian ada yg ngerasa keberatan ga kalo eligible kurmer dipukul rata please ada info terbaru tentang eligible kurikulum merdeka ga aku ovt banget karena mapel pilihanku ipa smua dan nilainya kalah sm kombinasi lain,kalian ada ngerasa berat ga kalo eligible kurmer pukul rata please ada info baru tentang eligible kurikulum merdeka ga aku ovt karena mapel pilih ipa smua nilai kalah kombinasi lain,"['kalian', 'ada', 'ngerasa', 'berat', 'ga', 'kalo', 'eligible', 'kurmer', 'pukul', 'rata', 'please', 'ada', 'info', 'baru', 'tentang', 'eligible', 'kurikulum', 'merdeka', 'ga', 'aku', 'ovt', 'karena', 'mapel', 'pilih', 'ipa', 'smua', 'nilai', 'kalah', 'kombinasi', 'lain']",kalian ada ngerasa berat tidak kalau eligible kurmer pukul rata tolong ada info baru tentang eligible kurikulum merdeka tidak aku ovt karena mapel pilih ipa smua nilai kalah kombinasi lain,negative,0.9737052321434021
@ismailfahmi @Abe_Mukti Zonasi - bad idea.. Ujian Nasional - wajib SMK - paling cocok Sekolah unggulan - gak usah kalau Masih maksain anak umur 'tua' dpt previledge Coding - gak usahlah.. ratakan dulu standar guru ke daerah² Guru penggerak - harus... Kurikulum merdeka - gak usah merdeka²amat,zonasi bad idea ujian nasional wajib smk paling cocok sekolah unggulan gak usah kalau masih maksain anak umur tua dpt previledge coding gak usahlah ratakan dulu standar guru ke daerah guru penggerak harus kurikulum merdeka gak usah merdeka amat,zonasi bad idea uji nasional wajib smk paling cocok sekolah unggul gak usah kalau masih maksain anak umur tua dpt previledge coding gak usah rata dulu standar guru daerah guru gerak harus kurikulum merdeka gak usah merdeka amat,"['zonasi', 'bad', 'idea', 'uji', 'nasional', 'wajib', 'smk', 'paling', 'cocok', 'sekolah', 'unggul', 'gak', 'usah', 'kalau', 'masih', 'maksain', 'anak', 'umur', 'tua', 'dpt', 'previledge', 'coding', 'gak', 'usah', 'rata', 'dulu', 'standar', 'guru', 'daerah', 'guru', 'gerak', 'harus', 'kurikulum', 'merdeka', 'gak', 'usah', 'merdeka', 'amat']",zonasi bad ide uji nasional wajib smk paling cocok sekolah unggul tidak usah kalau masih paksa anak umur tua dapat previledge coding tidak usah rata dulu standar guru daerah guru gerak harus kurikulum merdeka tidak usah merdeka sekali,negative,0.9776376485824585
Padahal dulu Presma Presma sebelum Covid di IPB tuh hampir semuanya mapres (minimal mapres jurusan) jadi sampe disebut mapresma. Kok sekarang gini amat ya penurunan kualitasnya? Apa gara gara kurikulum merdeka? Makanya mereka kuliah semaunya dan semerdekanya?,padahal dulu presma presma sebelum covid di ipb tuh hampir semuanya mapres minimal mapres jurusan jadi sampe disebut mapresma kok sekarang gini amat ya penurunan kualitasnya apa gara gara kurikulum merdeka makanya mereka kuliah semaunya dan semerdekanya,padahal dulu presma presma belum covid ipb hampir semua mapres minimal mapres jurus jadi sampe sebut mapresma sekarang gin amat turun kualitas apa gara gara kurikulum merdeka makanya mereka kuliah mau merdeka,"['padahal', 'dulu', 'presma', 'presma', 'belum', 'covid', 'ipb', 'hampir', 'semua', 'mapres', 'minimal', 'mapres', 'jurus', 'jadi', 'sampe', 'sebut', 'mapresma', 'sekarang', 'gin', 'amat', 'turun', 'kualitas', 'apa', 'gara', 'gara', 'kurikulum', 'merdeka', 'makanya', 'mereka', 'kuliah', 'mau', 'merdeka']",padahal dulu presma presma belum covid ipb hampir semua mapres minimal mapres jurus jadi sampai sebut mapresma sekarang gin sekali turun kualitas apa gara gara kurikulum merdeka makanya mereka kuliah mau merdeka,negative,0.9963383674621582
@Citragusti2 sblm kurikulum merdeka bg msh banyak yg ga paham basic mtk,sblm kurikulum merdeka bg msh banyak yg ga paham basic mtk,sblm kurikulum merdeka bg msh banyak ga paham basic mtk,"['sblm', 'kurikulum', 'merdeka', 'bg', 'msh', 'banyak', 'ga', 'paham', 'basic', 'mtk']",sblm kurikulum merdeka bg masih banyak tidak paham basic matematika,negative,0.9980746507644653
Alasannua mah krna kurikulum merdeka cnah ah ni hoream,alasannua mah krna kurikulum merdeka cnah ah ni hoream,alasannua krna kurikulum merdeka cnah ni hoream,"['alasannua', 'krna', 'kurikulum', 'merdeka', 'cnah', 'ni', 'hoream']",alasannua karena kurikulum merdeka cnah ini hoream,neutral,0.6711804866790771
@agneps @kegblgnunfaedh Jadilah kurikulum merdeka dan oon semua..,jadilah kurikulum merdeka dan oon semua,jadi kurikulum merdeka oon semua,"['jadi', 'kurikulum', 'merdeka', 'oon', 'semua']",jadi kurikulum merdeka oon semua,neutral,0.8249334692955017
that we called kurikulum merdeka ,that we called kurikulum merdeka,that we called kurikulum merdeka,"['that', 'we', 'called', 'kurikulum', 'merdeka']",itu kita called kurikulum merdeka,neutral,0.9982263445854187
@liliedescartes Kurikulum merdeka itu semua anak wajib naik dan lulus kk,kurikulum merdeka itu semua anak wajib naik dan lulus kk,kurikulum merdeka itu semua anak wajib naik lulus kk,"['kurikulum', 'merdeka', 'itu', 'semua', 'anak', 'wajib', 'naik', 'lulus', 'kk']",kurikulum merdeka itu semua anak wajib naik lulus kk,neutral,0.9960849285125732
guyss kalo aku preloved buku paket kurikulum merdeka kelas 10 ada yg mau gaakkk,guyss kalo aku preloved buku paket kurikulum merdeka kelas ada yg mau gaakkk,guyss kalo aku preloved buku paket kurikulum merdeka kelas ada mau gaakkk,"['guyss', 'kalo', 'aku', 'preloved', 'buku', 'paket', 'kurikulum', 'merdeka', 'kelas', 'ada', 'mau', 'gaakkk']",guyss kalau aku preloved buku paket kurikulum merdeka kelas ada mau gaakkk,negative,0.9528868794441223
@tempodotco Stop cok itu gak guna LEBIH BAIK LO PERBAIKI LAGI TU KURIKULUM MERDEKA!! LO PERBAIKIN DULU PENDIDIKAN DASAR!,stop cok itu gak guna lebih baik lo perbaiki lagi tu kurikulum merdeka lo perbaikin dulu pendidikan dasar,stop cok itu gak guna lebih baik lo baik tu kurikulum merdeka lo perbaikin dulu didik dasar,"['stop', 'cok', 'itu', 'gak', 'guna', 'lebih', 'baik', 'lo', 'baik', 'tu', 'kurikulum', 'merdeka', 'lo', 'perbaikin', 'dulu', 'didik', 'dasar']",berhenti jancuk itu tidak guna lebih baik kamu baik itu kurikulum merdeka kamu perbaikin dulu didik dasar,negative,0.977161169052124
@__AnakKolong Utk mengatasinya di era otda adalah kurikulum merdeka sekolah yg paham mutu pendidikan sekolah dan tendik jg murid2nya nah itu yg wajib didiagnosa oleh kadisdik utk dijadikan kebijakan utk meningkatkan mutu pendidikan,utk mengatasinya di era otda adalah kurikulum merdeka sekolah yg paham mutu pendidikan sekolah dan tendik jg murid nya nah itu yg wajib didiagnosa oleh kadisdik utk dijadikan kebijakan utk meningkatkan mutu pendidikan,utk atas era otda adalah kurikulum merdeka sekolah paham mutu didik sekolah tendik jg murid nah itu wajib didiagnosa oleh kadisdik utk jadi bijak utk tingkat mutu didik,"['utk', 'atas', 'era', 'otda', 'adalah', 'kurikulum', 'merdeka', 'sekolah', 'paham', 'mutu', 'didik', 'sekolah', 'tendik', 'jg', 'murid', 'nah', 'itu', 'wajib', 'didiagnosa', 'oleh', 'kadisdik', 'utk', 'jadi', 'bijak', 'utk', 'tingkat', 'mutu', 'didik']",untuk atas era otda adalah kurikulum merdeka sekolah paham mutu didik sekolah tendik juga siswa nah itu wajib didiagnosa oleh kadisdik untuk jadi bijak untuk tingkat mutu didik,neutral,0.9967843294143677
Hint: kurikulum merdeka,hint kurikulum merdeka,hint kurikulum merdeka,"['hint', 'kurikulum', 'merdeka']",hint kurikulum merdeka,neutral,0.9971674084663391
Absen yang setuju kurikulum merdeka ini dihapus aja.,absen yang setuju kurikulum merdeka ini dihapus aja,absen tuju kurikulum merdeka hapus,"['absen', 'tuju', 'kurikulum', 'merdeka', 'hapus']",absen tuju kurikulum merdeka hapus,neutral,0.9989408850669861
Lepas dari pro kontra Kurikulum Merdeka perkembangan anak2 terkadang mengejutkan juga. Project P5 utk anak SD mereka bisa bikin film pendek edit putar cari penonton sampai jualan makanan saat nonton. Gak semua sehancur nyinyiran orang2 kok,lepas dari pro kontra kurikulum merdeka perkembangan anak terkadang mengejutkan juga project p utk anak sd mereka bisa bikin film pendek edit putar cari penonton sampai jualan makanan saat nonton gak semua sehancur nyinyiran orang kok,lepas pro kontra kurikulum merdeka kembang anak terkadang kejut project p utk anak sd mereka bisa film pendek edit putar cari tonton sampai jual makan saat nonton gak semua hancur nyinyir orang,"['lepas', 'pro', 'kontra', 'kurikulum', 'merdeka', 'kembang', 'anak', 'terkadang', 'kejut', 'project', 'p', 'utk', 'anak', 'sd', 'mereka', 'bisa', 'film', 'pendek', 'edit', 'putar', 'cari', 'tonton', 'sampai', 'jual', 'makan', 'saat', 'nonton', 'gak', 'semua', 'hancur', 'nyinyir', 'orang']",lepas pro kontra kurikulum merdeka kembang anak terkadang kejut proyek p untuk anak sd mereka bisa film pendek edit putar cari tonton sampai jual makan saat nonton tidak semua hancur nyinyir orang,negative,0.9664066433906555
Bahkan bule juga ngitungnya kaya jaman gue ini fuck kurikulum merdeka,bahkan bule juga ngitungnya kaya jaman gue ini fuck kurikulum merdeka,bahkan bule ngitungnya kaya jaman ini fuck kurikulum merdeka,"['bahkan', 'bule', 'ngitungnya', 'kaya', 'jaman', 'ini', 'fuck', 'kurikulum', 'merdeka']",bahkan bule ngitungnya seperti zaman ini persetan kurikulum merdeka,negative,0.998772919178009
 Pak ini bukunya gak ada yang lebih update? Hah? Kenapa emang? Presidennya sekarang kan Pak Prabowo? BUKU IPS MU ITU KURIKULUM MERDEKA TERBITAN 2023 BELIAU BAHKAN BELUM ADA DUA BULAN MENJABAAAAAAATTTTT!!!!!,pak ini bukunya gak ada yang lebih update hah kenapa emang presidennya sekarang kan pak prabowo buku ips mu itu kurikulum merdeka terbitan beliau bahkan belum ada dua bulan menjabaaaaaaattttt,pak buku gak ada lebih update kenapa emang presiden sekarang pak prabowo buku ips mu itu kurikulum merdeka terbit beliau bahkan belum ada dua bulan menjabaaaaaaattttt,"['pak', 'buku', 'gak', 'ada', 'lebih', 'update', 'kenapa', 'emang', 'presiden', 'sekarang', 'pak', 'prabowo', 'buku', 'ips', 'mu', 'itu', 'kurikulum', 'merdeka', 'terbit', 'beliau', 'bahkan', 'belum', 'ada', 'dua', 'bulan', 'menjabaaaaaaattttt']",bapak buku tidak ada lebih update kenapa memang presiden sekarang bapak prabowo buku ips mu itu kurikulum merdeka terbit beliau bahkan belum ada dua bulan menjabaaaaaaattttt,negative,0.9981623291969299
@MhmmdRauf13 @MafiaWasit Kurikulum merdeka bang jadi ya berfikir merdeka alias suka suka paham atau ngga yg penting merdeka dan suka suka ,kurikulum merdeka bang jadi ya berfikir merdeka alias suka suka paham atau ngga yg penting merdeka dan suka suka,kurikulum merdeka jadi berfikir merdeka suka suka paham atau ngga penting merdeka suka suka,"['kurikulum', 'merdeka', 'jadi', 'berfikir', 'merdeka', 'suka', 'suka', 'paham', 'atau', 'ngga', 'penting', 'merdeka', 'suka', 'suka']",kurikulum merdeka jadi berfikir merdeka suka suka paham atau tidak penting merdeka suka suka,positive,0.9421460032463074
Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo https://t.co/7q25n8Ynyo,saya buka jasa joki pembuatan modul ajar kurikulum merdeka atau juga bisa yang lebih lengkapnya perangkat ajar k udah lengkap dengan bahan ajar bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo,saya buka jasa joki buat modul ajar kurikulum merdeka atau bisa lebih lengkap perangkat ajar udah lengkap dengan bahan ajar baca lkpd soal evaluasi tinggal implementasi untuk ukin atau ajar yo,"['saya', 'buka', 'jasa', 'joki', 'buat', 'modul', 'ajar', 'kurikulum', 'merdeka', 'atau', 'bisa', 'lebih', 'lengkap', 'perangkat', 'ajar', 'udah', 'lengkap', 'dengan', 'bahan', 'ajar', 'baca', 'lkpd', 'soal', 'evaluasi', 'tinggal', 'implementasi', 'untuk', 'ukin', 'atau', 'ajar', 'yo']",aku buka jasa joki buat modul ajar kurikulum merdeka atau bisa lebih lengkap perangkat ajar sudah lengkap dengan bahan ajar baca lkpd soal evaluasi tinggal implementasi untuk ukin atau ajar yo,neutral,0.9945744872093201
@sauskejucrispy nah kuwi lah wkwkw kleru ngitung kok jadi tolol saya kayak kena kurikulum merdeka. underage wes duwe anak dadi kudu qerja bagai kuda,nah kuwi lah wkwkw kleru ngitung kok jadi tolol saya kayak kena kurikulum merdeka underage wes duwe anak dadi kudu qerja bagai kuda,kuwi wkwkw kleru ngitung jadi tolol saya kayak kena kurikulum merdeka underage wes duwe anak dadi kudu qerja bagai kuda,"['kuwi', 'wkwkw', 'kleru', 'ngitung', 'jadi', 'tolol', 'saya', 'kayak', 'kena', 'kurikulum', 'merdeka', 'underage', 'wes', 'duwe', 'anak', 'dadi', 'kudu', 'qerja', 'bagai', 'kuda']",kuwi wkwkw kleru ngitung jadi bodoh aku seperti kena kurikulum merdeka underage wes duwe anak dadi harus qerja bagai kuda,negative,0.9989448189735413
DPR RI Desak Mendikdasmen Hapus Jalur Zonasi PPDB dan Cakap Soal Kurikulum Merdeka https://t.co/t1b9mRFVp0,dpr ri desak mendikdasmen hapus jalur zonasi ppdb dan cakap soal kurikulum merdeka,dpr ri desak mendikdasmen hapus jalur zonasi ppdb cakap soal kurikulum merdeka,"['dpr', 'ri', 'desak', 'mendikdasmen', 'hapus', 'jalur', 'zonasi', 'ppdb', 'cakap', 'soal', 'kurikulum', 'merdeka']",dpr ri desak mendikdasmen hapus jalur zonasi ppdb bicara soal kurikulum merdeka,neutral,0.9990610480308533
